name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
Cassian,Male,Excommunicated,The Desert,The Desert,Cleaner,Poison,focused,5,Yakuza Syndicate,9,2
Marcus,Male,Deceased,Berlin,Berlin,Information Broker,Katana,grieving,3,Tarkov Brotherhood,10,10
Francis,Male,Excommunicated,High Table Vault,High Table Vault,Manager,Poison,focused,1,The Desert,8,10
Marquis Vincent Bisset de Gramont,Male,Deceased,Berlin,Berlin,Doctor,Shotgun,nervous,4,Casablanca,1,8
The Director,Female,Deceased,Berlin,Berlin,Manager,Knife,furious,1,Continental Osaka,3,3
Zero,Male,Deceased,Berlin,Berlin,Information Broker,Katana,vengeful,0,Tarkov Brotherhood,4,7
Cassian,Male,Alive,The Desert,The Desert,Scout,Knife,vengeful,1,Bowery Network,10,2
Viggo Tarasov,Male,Excommunicated,Ruska Roma,Ruska Roma,Sniper,Rifle,grieving,2,Continental NYC,5,3
Ares,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Poison,cold,5,The Desert,4,8
Silas,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Courier,Katana,furious,5,Tarkov Brotherhood,5,1
The Director,Female,Alive,Berlin,Berlin,Assassin,Poison,vengeful,1,High Table,5,2
Ivana,Female,Alive,Bowery Network,Bowery Network,Doctor,Katana,nervous,5,Continental Osaka,9,6
Sofia Al-Azwar,Female,Excommunicated,High Table Vault,High Table Vault,Scout,Bare Hands,grieving,5,Continental Osaka,8,4
The Priest,Male,Alive,Bowery Network,Bowery Network,Manager,Knife,nervous,0,Continental NYC,10,3
The Chancellor,Male,Excommunicated,Casablanca,Casablanca,Manager,Katana,vengeful,2,Casablanca,6,3
The Cook,Male,Deceased,Berlin,Berlin,Manager,Bare Hands,furious,5,Yakuza Syndicate,3,4
Cassian,Male,Deceased,The Desert,The Desert,Assassin,Bare Hands,furious,5,High Table Vault,9,7
Prudence,Male,Excommunicated,Casablanca,Casablanca,Sniper,Bare Hands,calm,5,Yakuza Syndicate,6,1
Aurelio,Male,Excommunicated,Continental NYC,Continental NYC,Assassin,Rifle,grieving,2,The Desert,5,7
Uncle Pyotr Jovonovich,Male,Excommunicated,Berlin,Berlin,Doctor,Bare Hands,furious,5,Tarkov Brotherhood,8,9
Silas,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Doctor,Katana,focused,5,The Desert,5,5
The Chancellor,Male,Excommunicated,Casablanca,Casablanca,Cleaner,Katana,vengeful,3,Bowery Network,2,5
Ms. Perkins,Female,Deceased,Yakuza Syndicate,Yakuza Syndicate,Cleaner,Shotgun,focused,0,Continental Osaka,9,7
Ella Pine,Female,Deceased,Casablanca,Casablanca,Sniper,Rifle,vengeful,1,Yakuza Syndicate,5,6
Tarak,Male,Deceased,High Table Vault,High Table Vault,Information Broker,Knife,vengeful,4,High Table,2,5
The Tailor,Male,Alive,Ruska Roma,Ruska Roma,Scout,Bare Hands,grieving,5,Bowery Network,7,9
Zero,Male,Alive,Berlin,Berlin,Doctor,Explosives,vengeful,2,Ruska Roma,8,6
Calamity,Female,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Shotgun,grieving,0,High Table,5,7
Daisy,Female,Deceased,Continental Osaka,Continental Osaka,Courier,Bare Hands,nervous,4,Bowery Network,2,7
Yegor,Male,Alive,Continental Osaka,Continental Osaka,Sniper,Explosives,focused,0,The Desert,6,2
Boris,Male,Alive,High Table,High Table,Assassin,Pistol,grieving,2,Continental Osaka,9,6
Charlie,Male,Alive,High Table,High Table,Sniper,Poison,focused,4,High Table,2,10
Charon O'Connor,Male,Excommunicated,High Table Vault,High Table Vault,Cleaner,Katana,calm,0,Tarkov Brotherhood,6,6
Karl,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Shotgun,cold,2,Casablanca,3,6
Jardani Jovonovich,Male,Alive,Ruska Roma,Ruska Roma,Assassin,Pistol,strategic,2,Casablanca,2,8
Iosef Tarasov,Male,Excommunicated,Berlin,Berlin,Information Broker,Poison,calm,1,High Table Vault,8,10
Rasha,Male,Alive,High Table Vault,High Table Vault,Sniper,Explosives,strategic,2,Continental Osaka,10,6
Petrov,Male,Excommunicated,Berlin,Berlin,Manager,Katana,grieving,4,High Table,5,8
The Chancellor,Male,Excommunicated,Casablanca,Casablanca,Sniper,Poison,nervous,2,Ruska Roma,6,7
Marcus,Male,Excommunicated,Berlin,Berlin,Courier,Knife,cold,1,The Desert,10,5
The Russian,Male,Excommunicated,Continental Osaka,Continental Osaka,Doctor,Katana,focused,1,Ruska Roma,1,9
Ms. Perkins,Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Manager,Pistol,grieving,0,High Table,4,7
Aurelio,Male,Deceased,Continental NYC,Continental NYC,Manager,Bare Hands,nervous,1,High Table,8,6
The Harbinger,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Scout,Rifle,furious,4,Continental NYC,10,1
Mikhail Jovonovich,Male,Alive,High Table Vault,High Table Vault,Doctor,Pistol,focused,1,Ruska Roma,1,5
Petrov,Male,Alive,Berlin,Berlin,Information Broker,Katana,focused,0,Casablanca,1,4
Sofia Al-Azwar,Female,Alive,High Table Vault,High Table Vault,Doctor,Shotgun,nervous,1,Yakuza Syndicate,9,2
Mikhail Jovonovich,Male,Excommunicated,High Table Vault,High Table Vault,Scout,Poison,focused,0,Tarkov Brotherhood,10,4
Camille,Female,Alive,Casablanca,Casablanca,Manager,Shotgun,vengeful,0,Continental NYC,5,3
The Chancellor,Male,Alive,Casablanca,Casablanca,Cleaner,Knife,cold,2,Tarkov Brotherhood,8,8
The Elder,Male,Excommunicated,Continental Osaka,Continental Osaka,Courier,Explosives,focused,1,Tarkov Brotherhood,5,1
Caine,Male,Alive,Berlin,Berlin,Cleaner,Explosives,vengeful,5,Casablanca,3,10
Tarak,Male,Excommunicated,High Table Vault,High Table Vault,Manager,Katana,strategic,1,Casablanca,8,8
Jardani Jovonovich,Male,Deceased,Ruska Roma,Ruska Roma,Cleaner,Explosives,grieving,2,Ruska Roma,2,10
Thomas Sadzik,Male,Alive,The Desert,The Desert,Scout,Explosives,nervous,2,The Desert,3,1
Anton,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Shotgun,furious,5,Casablanca,3,3
Uncle Pyotr Jovonovich,Male,Excommunicated,Berlin,Berlin,Courier,Katana,vengeful,1,Casablanca,3,4
The Director,Female,Deceased,Berlin,Berlin,Scout,Knife,nervous,0,The Desert,8,6
Frankie Scott,Male,Deceased,High Table,High Table,Information Broker,Shotgun,furious,5,The Desert,1,9
Calamity,Female,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Knife,focused,3,Yakuza Syndicate,1,2
Lou Burton,Male,Deceased,Bowery Network,Bowery Network,Doctor,Rifle,nervous,3,Tarkov Brotherhood,1,7
Charon O'Connor,Male,Alive,High Table Vault,High Table Vault,Scout,Explosives,focused,1,Berlin,8,9
Ms. Perkins,Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Sniper,Bare Hands,vengeful,4,Casablanca,8,5
Mikhail Jovonovich,Male,Excommunicated,High Table Vault,High Table Vault,Scout,Rifle,furious,0,Casablanca,1,3
Uncle Pyotr Jovonovich,Male,Excommunicated,Berlin,Berlin,Assassin,Rifle,nervous,4,High Table Vault,2,10
O'Connor,Male,Alive,Continental Osaka,Continental Osaka,Information Broker,Pistol,vengeful,1,The Desert,10,5
Abraham,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Shotgun,vengeful,3,The Desert,4,4
Camille,Female,Alive,Casablanca,Casablanca,Doctor,Knife,cold,2,Berlin,7,7
Prudence,Male,Excommunicated,Casablanca,Casablanca,Assassin,Poison,cold,2,Ruska Roma,3,6
Cassian,Male,Alive,The Desert,The Desert,Doctor,Poison,calm,3,High Table,5,4
Iosef Tarasov,Male,Alive,Berlin,Berlin,Assassin,Poison,furious,5,Yakuza Syndicate,6,8
Gianna D'Antonio,Female,Alive,Casablanca,Casablanca,Manager,Katana,calm,2,The Desert,7,5
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Pistol,grieving,5,Casablanca,9,5
"Kate ""KD"" Di Silva",Female,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Assassin,Bare Hands,grieving,5,High Table Vault,10,8
Sasha,Female,Alive,Continental NYC,Continental NYC,Information Broker,Knife,furious,2,Berlin,3,4
Young Charon O'Connor,Male,Excommunicated,The Desert,The Desert,Cleaner,Poison,focused,5,Tarkov Brotherhood,5,7
Dimitri,Male,Excommunicated,The Desert,The Desert,Information Broker,Pistol,cold,5,High Table,4,10
Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Katana,cold,4,Ruska Roma,6,3
Gianna D'Antonio,Female,Excommunicated,Casablanca,Casablanca,Doctor,Knife,furious,5,High Table,1,3
Mikhail Jovonovich,Male,Deceased,High Table Vault,High Table Vault,Cleaner,Pistol,cold,2,The Desert,2,4
Ernest,Male,Excommunicated,The Desert,The Desert,Scout,Katana,focused,5,Tarkov Brotherhood,7,2
The Priest,Male,Alive,Bowery Network,Bowery Network,Manager,Pistol,furious,4,The Desert,7,6
The Harbinger,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Doctor,Rifle,nervous,2,Continental Osaka,10,9
Rasha,Male,Alive,High Table Vault,High Table Vault,Information Broker,Rifle,furious,4,Tarkov Brotherhood,9,5
Miles Burton,Male,Alive,Berlin,Berlin,Sniper,Katana,focused,0,Continental NYC,3,8
Sebastian,Male,Deceased,Continental Osaka,Continental Osaka,Manager,Katana,focused,4,High Table,8,5
Tarak,Male,Deceased,High Table Vault,High Table Vault,Assassin,Shotgun,strategic,1,High Table Vault,2,1
Mr. Nobody,Male,Alive,Berlin,Berlin,Cleaner,Rifle,strategic,1,Berlin,4,8
Abraham,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Sniper,Poison,vengeful,2,Berlin,5,3
Daniel Pine,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Knife,grieving,0,Continental Osaka,3,8
Yegor,Male,Excommunicated,Continental Osaka,Continental Osaka,Sniper,Bare Hands,calm,2,Bowery Network,4,5
Hansel,Male,Deceased,Ruska Roma,Ruska Roma,Courier,Rifle,vengeful,5,High Table,9,1
Iosef Tarasov,Male,Deceased,Berlin,Berlin,Assassin,Knife,grieving,2,Continental NYC,9,9
Charlie,Male,Deceased,High Table,High Table,Assassin,Poison,cold,2,The Desert,8,5
Tatarkov,Male,Excommunicated,Bowery Network,Bowery Network,Scout,Rifle,cold,4,Continental Osaka,4,10
Miles Burton,Male,Excommunicated,Berlin,Berlin,Cleaner,Rifle,focused,4,High Table,3,3
Sebastian,Male,Excommunicated,Continental Osaka,Continental Osaka,Scout,Pistol,grieving,5,High Table Vault,5,7
The Doctor,Male,Deceased,Berlin,Berlin,Sniper,Rifle,nervous,2,Continental Osaka,10,2
Iosef Tarasov,Male,Deceased,Berlin,Berlin,Sniper,Knife,nervous,3,Tarkov Brotherhood,3,9
Berrada,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Bare Hands,calm,1,High Table,8,2
Caine,Male,Deceased,Berlin,Berlin,Assassin,Shotgun,grieving,3,High Table,9,3
Luca,Male,Deceased,High Table Vault,High Table Vault,Sniper,Katana,focused,4,Bowery Network,4,9
Katya Jovonovich,Female,Deceased,Continental Osaka,Continental Osaka,Courier,Shotgun,cold,2,Tarkov Brotherhood,5,6
Luca,Male,Deceased,High Table Vault,High Table Vault,Courier,Pistol,furious,1,Yakuza Syndicate,3,1
Semyon,Male,Alive,The Desert,The Desert,Doctor,Pistol,focused,4,High Table,6,5
The Russian,Male,Alive,Continental Osaka,Continental Osaka,Assassin,Explosives,strategic,0,Yakuza Syndicate,2,1
Uncle Charlie,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Courier,Bare Hands,vengeful,1,High Table Vault,9,6
Ella Pine,Female,Deceased,Casablanca,Casablanca,Cleaner,Pistol,grieving,1,Tarkov Brotherhood,3,1
Caine,Male,Excommunicated,Berlin,Berlin,Scout,Explosives,strategic,4,High Table Vault,5,3
Marcus,Male,Alive,Berlin,Berlin,Courier,Katana,vengeful,5,Berlin,7,7
Sebastian,Male,Deceased,Continental Osaka,Continental Osaka,Scout,Katana,grieving,4,High Table,5,5
Sofia Al-Azwar,Female,Deceased,High Table Vault,High Table Vault,Manager,Knife,focused,1,Yakuza Syndicate,5,7
Camille,Female,Alive,Casablanca,Casablanca,Doctor,Bare Hands,nervous,4,Continental NYC,1,4
Uncle Pyotr Jovonovich,Male,Alive,Berlin,Berlin,Assassin,Bare Hands,grieving,2,Yakuza Syndicate,3,8
Sebastian,Male,Alive,Continental Osaka,Continental Osaka,Courier,Bare Hands,grieving,1,Berlin,8,10
Mayhew,Male,Alive,Casablanca,Casablanca,Courier,Pistol,nervous,5,Bowery Network,6,1
Ernest,Male,Deceased,The Desert,The Desert,Cleaner,Katana,calm,5,Casablanca,2,5
Ares,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Rifle,grieving,5,Tarkov Brotherhood,10,4
Dimitri,Male,Deceased,The Desert,The Desert,Assassin,Poison,strategic,2,Berlin,6,5
The Tailor,Male,Deceased,Ruska Roma,Ruska Roma,Information Broker,Bare Hands,vengeful,5,Casablanca,1,8
Silas,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Courier,Pistol,cold,4,Ruska Roma,2,9
Thomas Sadzik,Male,Alive,The Desert,The Desert,Cleaner,Pistol,calm,5,Yakuza Syndicate,10,10
Francis,Male,Excommunicated,High Table Vault,High Table Vault,Doctor,Poison,strategic,1,High Table,5,6
Sasha,Female,Deceased,Continental NYC,Continental NYC,Courier,Katana,calm,1,Ruska Roma,2,2
Lark,Male,Excommunicated,Ruska Roma,Ruska Roma,Information Broker,Poison,grieving,2,Continental NYC,10,8
Lark,Male,Deceased,Ruska Roma,Ruska Roma,Cleaner,Rifle,strategic,0,Casablanca,5,3
Viggo Tarasov,Male,Alive,Ruska Roma,Ruska Roma,Assassin,Shotgun,focused,2,The Desert,2,2
Sofia Al-Azwar,Female,Deceased,High Table Vault,High Table Vault,Cleaner,Rifle,cold,0,High Table Vault,3,3
Drago,Male,Deceased,Continental Osaka,Continental Osaka,Manager,Knife,cold,1,High Table Vault,1,10
The Chancellor,Male,Deceased,Casablanca,Casablanca,Manager,Knife,nervous,0,Berlin,7,8
Charlie,Male,Alive,High Table,High Table,Courier,Knife,calm,5,Tarkov Brotherhood,5,1
O'Connor,Male,Deceased,Continental Osaka,Continental Osaka,Sniper,Poison,nervous,0,High Table Vault,8,4
Semyon,Male,Excommunicated,The Desert,The Desert,Assassin,Bare Hands,cold,2,Tarkov Brotherhood,5,9
Cormac O'Connor,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Katana,nervous,0,Casablanca,2,7
Ernest,Male,Deceased,The Desert,The Desert,Information Broker,Shotgun,grieving,1,High Table Vault,4,2
Hansel,Male,Alive,Ruska Roma,Ruska Roma,Courier,Katana,vengeful,0,Continental NYC,4,7
Gretel,Male,Excommunicated,Continental NYC,Continental NYC,Assassin,Pistol,vengeful,2,Berlin,4,8
Francis,Male,Deceased,High Table Vault,High Table Vault,Cleaner,Katana,grieving,5,The Desert,7,10
Otto,Male,Alive,Ruska Roma,Ruska Roma,Cleaner,Rifle,cold,4,Tarkov Brotherhood,4,7
Yegor,Male,Excommunicated,Continental Osaka,Continental Osaka,Courier,Explosives,nervous,4,The Desert,5,8
Marquis Vincent Bisset de Gramont,Male,Alive,Berlin,Berlin,Scout,Shotgun,focused,4,Casablanca,8,5
Luca,Male,Excommunicated,High Table Vault,High Table Vault,Manager,Explosives,nervous,0,Casablanca,9,2
Semyon,Male,Deceased,The Desert,The Desert,Information Broker,Explosives,furious,4,High Table Vault,8,9
Aurelio,Male,Excommunicated,Continental NYC,Continental NYC,Manager,Katana,nervous,4,High Table Vault,9,2
Zarina,Female,Deceased,The Desert,The Desert,Information Broker,Katana,cold,5,Bowery Network,6,4
Ella Pine,Female,Excommunicated,Casablanca,Casablanca,Sniper,Explosives,vengeful,5,Continental NYC,4,2
Abraham,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Shotgun,grieving,1,Yakuza Syndicate,3,8
Ares,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Bare Hands,nervous,2,Bowery Network,10,1
Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Katana,vengeful,2,Tarkov Brotherhood,10,1
Mykel,Male,Excommunicated,High Table Vault,High Table Vault,Scout,Poison,calm,1,Bowery Network,3,10
Iosef Tarasov,Male,Excommunicated,Berlin,Berlin,Doctor,Bare Hands,nervous,4,High Table,9,2
The Harbinger,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Sniper,Shotgun,cold,5,Bowery Network,9,1
Berrada,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Poison,vengeful,2,Ruska Roma,2,6
Victor,Male,Alive,The Desert,The Desert,Courier,Shotgun,furious,2,The Desert,4,8
Daniel Pine,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Poison,calm,0,Bowery Network,1,6
Anton,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Knife,grieving,4,Ruska Roma,7,8
Anton,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Poison,grieving,2,Berlin,4,5
Orson,Male,Deceased,High Table Vault,High Table Vault,Courier,Poison,nervous,3,Bowery Network,5,3
The Priest,Male,Excommunicated,Bowery Network,Bowery Network,Sniper,Knife,calm,5,Tarkov Brotherhood,7,6
The Chancellor,Male,Excommunicated,Casablanca,Casablanca,Scout,Poison,nervous,5,Ruska Roma,10,9
Yegor,Male,Deceased,Continental Osaka,Continental Osaka,Scout,Knife,strategic,5,Bowery Network,10,8
Viggo Tarasov,Male,Excommunicated,Ruska Roma,Ruska Roma,Assassin,Explosives,grieving,1,Continental NYC,1,8
Drago,Male,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Knife,nervous,4,Ruska Roma,6,6
Young Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Poison,grieving,3,Continental Osaka,8,1
Rasha,Male,Deceased,High Table Vault,High Table Vault,Information Broker,Explosives,furious,2,Continental NYC,7,9
Akira Shimazu,Female,Alive,High Table Vault,High Table Vault,Doctor,Bare Hands,cold,0,Berlin,1,8
Victor,Male,Alive,The Desert,The Desert,Manager,Explosives,strategic,4,Continental NYC,10,6
Akira Shimazu,Female,Excommunicated,High Table Vault,High Table Vault,Courier,Pistol,strategic,5,Continental Osaka,5,9
Petrov,Male,Alive,Berlin,Berlin,Sniper,Katana,furious,3,Casablanca,10,4
Rufus,Male,Excommunicated,Bowery Network,Bowery Network,Manager,Pistol,grieving,2,Berlin,10,2
Cormac O'Connor,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Shotgun,grieving,1,Tarkov Brotherhood,1,10
Sebastian,Male,Deceased,Continental Osaka,Continental Osaka,Courier,Pistol,calm,5,High Table,2,9
Aurelio,Male,Excommunicated,Continental NYC,Continental NYC,Manager,Shotgun,calm,3,Yakuza Syndicate,8,6
Aurelio,Male,Excommunicated,Continental NYC,Continental NYC,Courier,Bare Hands,grieving,1,Continental Osaka,4,4
Rufus,Male,Excommunicated,Bowery Network,Bowery Network,Information Broker,Rifle,calm,1,Bowery Network,1,3
Uncle Charlie,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Courier,Shotgun,strategic,5,Continental NYC,8,9
Young Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Explosives,cold,0,The Desert,6,10
Katia Jovonovich,Female,Deceased,Continental Osaka,Continental Osaka,Assassin,Poison,strategic,3,High Table Vault,9,3
Eli,Male,Excommunicated,The Desert,The Desert,Sniper,Poison,grieving,2,High Table Vault,5,8
Helen Wick,Female,Deceased,High Table Vault,High Table Vault,Doctor,Rifle,grieving,1,Continental NYC,10,8
Charlie,Male,Excommunicated,High Table,High Table,Cleaner,Poison,vengeful,2,Continental NYC,6,9
Charon O'Connor,Male,Deceased,High Table Vault,High Table Vault,Sniper,Explosives,strategic,4,Continental NYC,1,2
Tatiana,Female,Deceased,Berlin,Berlin,Assassin,Knife,strategic,1,Yakuza Syndicate,3,9
Sofia Al-Azwar,Female,Alive,High Table Vault,High Table Vault,Cleaner,Shotgun,grieving,0,Tarkov Brotherhood,1,5
Charon O'Connor,Male,Alive,High Table Vault,High Table Vault,Courier,Bare Hands,calm,2,Berlin,9,9
Zarina,Female,Deceased,The Desert,The Desert,Information Broker,Rifle,focused,2,Continental Osaka,4,5
Daisy,Female,Excommunicated,Continental Osaka,Continental Osaka,Manager,Rifle,nervous,5,Berlin,4,9
Yuri,Male,Deceased,Ruska Roma,Ruska Roma,Scout,Bare Hands,vengeful,4,Ruska Roma,2,3
The Director,Female,Excommunicated,Berlin,Berlin,Scout,Poison,cold,4,Continental Osaka,8,1
Mayhew,Male,Excommunicated,Casablanca,Casablanca,Sniper,Rifle,grieving,2,High Table,8,5
The Sculptor,Male,Alive,Casablanca,Casablanca,Sniper,Rifle,grieving,2,Tarkov Brotherhood,9,3
Thomas Sadzik,Male,Alive,The Desert,The Desert,Information Broker,Bare Hands,furious,2,The Desert,9,6
Helen Wick,Female,Alive,High Table Vault,High Table Vault,Courier,Explosives,cold,1,The Desert,1,10
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Poison,focused,1,Yakuza Syndicate,4,6
Gretel,Male,Excommunicated,Continental NYC,Continental NYC,Courier,Knife,vengeful,1,Tarkov Brotherhood,2,4
Ella Pine,Female,Deceased,Casablanca,Casablanca,Assassin,Knife,focused,5,Yakuza Syndicate,4,3
Gregor,Male,Alive,Ruska Roma,Ruska Roma,Doctor,Explosives,vengeful,3,Continental Osaka,3,1
Caine,Male,Deceased,Berlin,Berlin,Sniper,Explosives,nervous,5,Yakuza Syndicate,6,8
Otto,Male,Alive,Ruska Roma,Ruska Roma,Information Broker,Shotgun,nervous,0,Ruska Roma,5,9
Young Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Shotgun,nervous,5,Tarkov Brotherhood,3,9
Sebastian,Male,Alive,Continental Osaka,Continental Osaka,Cleaner,Bare Hands,calm,2,High Table,3,1
Orson,Male,Excommunicated,High Table Vault,High Table Vault,Cleaner,Shotgun,strategic,2,Continental NYC,8,4
Karl,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Cleaner,Shotgun,furious,0,Ruska Roma,7,10
Rufus,Male,Excommunicated,Bowery Network,Bowery Network,Doctor,Explosives,furious,5,High Table Vault,9,2
Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Bare Hands,nervous,1,Yakuza Syndicate,7,9
Jardani Jovonovich,Male,Excommunicated,Ruska Roma,Ruska Roma,Courier,Poison,cold,1,High Table,2,10
The Doctor,Male,Deceased,Berlin,Berlin,Courier,Explosives,furious,0,Casablanca,2,4
Daniel Pine,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Pistol,vengeful,4,Ruska Roma,3,10
Charlie,Male,Alive,High Table,High Table,Cleaner,Pistol,strategic,3,Casablanca,7,1
Gretel,Male,Alive,Continental NYC,Continental NYC,Scout,Rifle,nervous,0,Continental Osaka,7,3
Marcus,Male,Deceased,Berlin,Berlin,Information Broker,Shotgun,focused,3,Tarkov Brotherhood,7,9
Akira Shimazu,Female,Deceased,High Table Vault,High Table Vault,Manager,Knife,grieving,5,Casablanca,9,8
